GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
36081100801,140,36,081,35620,408,,,Census Tract 1008.01,2327,668,2193,633,2327,2193
36081100802,140,36,081,35620,408,,,Census Tract 1008.02,8106,2513,7641,2385,8106,7641
36081101001,140,36,081,35620,408,,,Census Tract 1010.01,9943,3434,9479,3090,9943,9479
36081101002,140,36,081,35620,408,,,Census Tract 1010.02,4138,1720,3751,1586,4138,3751
36081101700,140,36,081,35620,408,,,Census Tract 1017,5689,2532,5806,2546,5689,5806
36081102900,140,36,081,35620,408,,,Census Tract 1029,3319,1330,3406,1349,3319,3406
36081103202,140,36,081,35620,408,,,Census Tract 1032.02,6197,1876,6670,1884,6197,6670
36081103300,140,36,081,35620,408,,,Census Tract 1033,4116,1570,4149,1588,4116,4149
36081103900,140,36,081,35620,408,,,Census Tract 1039,6151,2275,6161,2309,6151,6161
36081104700,140,36,081,35620,408,,,Census Tract 1047,7314,2909,7207,2975,7314,7207
36081105900,140,36,081,35620,408,,,Census Tract 1059,3556,1339,3704,1397,3556,3704
36081107201,140,36,081,35620,408,,,Census Tract 1072.01,2443,1005,2630,1019,2443,2630
36081107202,140,36,081,35620,408,,,Census Tract 1072.02,0,0,0,0,0,0
36081108500,140,36,081,35620,408,,,Census Tract 1085,2613,992,2775,1028,2613,2775
36081109300,140,36,081,35620,408,,,Census Tract 1093,3034,1088,3041,1109,3034,3041
36081109700,140,36,081,35620,408,,,Census Tract 1097,1887,682,2048,745,1887,2048
36081109900,140,36,081,35620,408,,,Census Tract 1099,3277,1198,3335,1203,3277,3335
36081111300,140,36,081,35620,408,,,Census Tract 1113,2559,901,2514,895,2559,2514
36081112300,140,36,081,35620,408,,,Census Tract 1123,2102,868,2111,861,2102,2111
36081113300,140,36,081,35620,408,,,Census Tract 1133,1537,656,1671,708,1537,1671
36081113900,140,36,081,35620,408,,,Census Tract 1139,3322,1488,3328,1503,3322,3328
36081114100,140,36,081,35620,408,,,Census Tract 1141,2406,881,2463,903,2406,2463
36081114700,140,36,081,35620,408,,,Census Tract 1147,1673,633,1800,665,1673,1800
36081115500,140,36,081,35620,408,,,Census Tract 1155,2114,730,2135,750,2114,2135
36081115700,140,36,081,35620,408,,,Census Tract 1157,3388,1306,3465,1321,3388,3465
36081115900,140,36,081,35620,408,,,Census Tract 1159,3991,1466,4284,1431,3991,4284
36081116700,140,36,081,35620,408,,,Census Tract 1167,2067,696,2075,685,2067,2075
36081117100,140,36,081,35620,408,,,Census Tract 1171,2743,1013,3035,1089,2743,3035
36081117500,140,36,081,35620,408,,,Census Tract 1175,4990,2011,5011,1992,4990,5011
36081118100,140,36,081,35620,408,,,Census Tract 1181,1840,729,1811,716,1840,1811
36081118500,140,36,081,35620,408,,,Census Tract 1185,2114,735,2048,747,2114,2048
36081118900,140,36,081,35620,408,,,Census Tract 1189,2468,768,2395,770,2468,2395
36081119100,140,36,081,35620,408,,,Census Tract 1191,3273,1153,2944,1056,3273,2944
36081119500,140,36,081,35620,408,,,Census Tract 1195,1349,463,1381,477,1349,1381
36081119900,140,36,081,35620,408,,,Census Tract 1199,1507,500,1506,508,1507,1506
36081120100,140,36,081,35620,408,,,Census Tract 1201,1668,507,1712,519,1668,1712
36081120300,140,36,081,35620,408,,,Census Tract 1203,1642,524,1616,545,1642,1616
36081120700,140,36,081,35620,408,,,Census Tract 1207,2794,929,2775,972,2794,2775
36081121100,140,36,081,35620,408,,,Census Tract 1211,0,0,0,0,0,0
36081121500,140,36,081,35620,408,,,Census Tract 1215,4101,1369,3907,1344,4101,3907
36081122300,140,36,081,35620,408,,,Census Tract 1223,3533,1232,3330,1212,3533,3330
36081122701,140,36,081,35620,408,,,Census Tract 1227.01,10910,4421,9953,3925,10910,9953
36081124700,140,36,081,35620,408,,,Census Tract 1247,3550,1205,3643,1244,3550,3643
36081126500,140,36,081,35620,408,,,Census Tract 1265,1660,594,1784,646,1660,1784
36081127700,140,36,081,35620,408,,,Census Tract 1277,3633,1191,3656,1227,3633,3656
36081128300,140,36,081,35620,408,,,Census Tract 1283,73,48,33,9,73,33
36081129102,140,36,081,35620,408,,,Census Tract 1291.02,3341,1274,3206,1258,3341,3206
36081129103,140,36,081,35620,408,,,Census Tract 1291.03,3566,2040,3799,2060,3566,3799
36081129104,140,36,081,35620,408,,,Census Tract 1291.04,4102,1931,4399,1962,4102,4399
36081130100,140,36,081,35620,408,,,Census Tract 1301,3791,1607,3998,1641,3791,3998
36081133300,140,36,081,35620,408,,,Census Tract 1333,3679,1369,3864,1432,3679,3864
36081133900,140,36,081,35620,408,,,Census Tract 1339,1302,446,1277,470,1302,1277
36081134100,140,36,081,35620,408,,,Census Tract 1341,3259,1091,3280,1105,3259,3280
36081134700,140,36,081,35620,408,,,Census Tract 1347,9572,3964,8952,4044,9572,8952
36081136700,140,36,081,35620,408,,,Census Tract 1367,5879,2470,5721,2518,5879,5721
36081138501,140,36,081,35620,408,,,Census Tract 1385.01,4743,1526,4563,1528,4743,4563
36081138502,140,36,081,35620,408,,,Census Tract 1385.02,72,0,63,0,72,63
36081139900,140,36,081,35620,408,,,Census Tract 1399,1744,578,1728,596,1744,1728
36081140300,140,36,081,35620,408,,,Census Tract 1403,2302,806,2395,852,2302,2395
36081140902,140,36,081,35620,408,,,Census Tract 1409.02,2603,890,2466,817,2603,2466
36081141700,140,36,081,35620,408,,,Census Tract 1417,4475,1553,4614,1633,4475,4614
36081142900,140,36,081,35620,408,,,Census Tract 1429,3624,1295,3657,1326,3624,3657
36081143500,140,36,081,35620,408,,,Census Tract 1435,2199,750,2174,756,2199,2174
36081144100,140,36,081,35620,408,,,Census Tract 1441,2926,1218,2986,1254,2926,2986
36081144700,140,36,081,35620,408,,,Census Tract 1447,2927,1009,2816,980,2927,2816
36081145101,140,36,081,35620,408,,,Census Tract 1451.01,1360,489,1458,530,1360,1458
36081145102,140,36,081,35620,408,,,Census Tract 1451.02,2468,827,2480,863,2468,2480
36081145900,140,36,081,35620,408,,,Census Tract 1459,2772,981,2867,1040,2772,2867
36081146300,140,36,081,35620,408,,,Census Tract 1463,3000,1042,3029,1036,3000,3029
36081146700,140,36,081,35620,408,,,Census Tract 1467,2736,1318,2735,1298,2736,2735
36081147100,140,36,081,35620,408,,,Census Tract 1471,3341,1382,3190,1366,3341,3190
36081147900,140,36,081,35620,408,,,Census Tract 1479,4241,1769,3904,1647,4241,3904
36081148300,140,36,081,35620,408,,,Census Tract 1483,2863,1075,3049,1108,2863,3049
36081150701,140,36,081,35620,408,,,Census Tract 1507.01,2930,1116,2971,1139,2930,2971
36081150702,140,36,081,35620,408,,,Census Tract 1507.02,3178,1275,3229,1257,3178,3229
36081152901,140,36,081,35620,408,,,Census Tract 1529.01,6401,2635,6237,2582,6401,6237
36081152902,140,36,081,35620,408,,,Census Tract 1529.02,5126,2274,4965,2229,5126,4965
36081155101,140,36,081,35620,408,,,Census Tract 1551.01,1806,1852,2212,1846,1806,2212
36081156700,140,36,081,35620,408,,,Census Tract 1567,1790,266,1204,72,1790,1204
36081157101,140,36,081,35620,408,,,Census Tract 1571.01,7216,2548,7222,2654,7216,7222
36081157102,140,36,081,35620,408,,,Census Tract 1571.02,1996,600,1499,548,1996,1499
36081157901,140,36,081,35620,408,,,Census Tract 1579.01,4800,1803,4902,1877,4800,4902
36081157902,140,36,081,35620,408,,,Census Tract 1579.02,3836,1136,3685,1209,3836,3685
36081157903,140,36,081,35620,408,,,Census Tract 1579.03,3944,1390,3841,1433,3944,3841
36081161700,140,36,081,35620,408,,,Census Tract 1617,4297,1523,4359,1525,4297,4359
36081162100,140,36,081,35620,408,,,Census Tract 1621,6197,2134,6181,2101,6197,6181
36081990100,140,36,081,35620,408,,,Census Tract 9901,0,0,0,0,0,0
36083040100,140,36,083,10580,104,,,Census Tract 401,4582,1981,4329,1879,4582,4329
36083040200,140,36,083,10580,104,,,Census Tract 402,4182,2257,4299,2186,4182,4299
36083040300,140,36,083,10580,104,,,Census Tract 403,3069,1471,3045,1502,3069,3045
36083040400,140,36,083,10580,104,,,Census Tract 404,2432,1123,2285,1253,2432,2285
36083040500,140,36,083,10580,104,,,Census Tract 405,2125,966,2152,957,2125,2152
36083040700,140,36,083,10580,104,,,Census Tract 407,5001,2952,4929,3004,5001,4929
36083040800,140,36,083,10580,104,,,Census Tract 408,1696,1099,1660,1085,1696,1660
36083041000,140,36,083,10580,104,,,Census Tract 410,3827,1857,3694,1878,3827,3694
36083041300,140,36,083,10580,104,,,Census Tract 413,5633,1532,3907,1611,5633,3907
36083041400,140,36,083,10580,104,,,Census Tract 414,3547,2049,3392,1756,3547,3392
36083051500,140,36,083,10580,104,,,Census Tract 515,2628,1395,2615,1372,2628,2615
36083051800,140,36,083,10580,104,,,Census Tract 518,5735,2319,5644,2142,5735,5644
36083051902,140,36,083,10580,104,,,Census Tract 519.02,3711,1416,3497,1321,3711,3497
36083052002,140,36,083,10580,104,,,Census Tract 520.02,1680,682,1626,617,1680,1626
36083052003,140,36,083,10580,104,,,Census Tract 520.03,4256,1828,4194,1722,4256,4194
36083052103,140,36,083,10580,104,,,Census Tract 521.03,1880,1100,1901,1034,1880,1901
36083052201,140,36,083,10580,104,,,Census Tract 522.01,4530,1765,4055,1627,4530,4055
36083052203,140,36,083,10580,104,,,Census Tract 522.03,6000,2576,5618,2299,6000,5618
36083052301,140,36,083,10580,104,,,Census Tract 523.01,3869,1610,3031,1255,3869,3031
36083052303,140,36,083,10580,104,,,Census Tract 523.03,1227,528,1090,458,1227,1090
36083052402,140,36,083,10580,104,,,Census Tract 524.02,2205,776,2153,678,2205,2153
36083052501,140,36,083,10580,104,,,Census Tract 525.01,6290,2576,6212,2374,6290,6212
36083052502,140,36,083,10580,104,,,Census Tract 525.02,4967,2151,4640,1889,4967,4640
36083052503,140,36,083,10580,104,,,Census Tract 525.03,1473,619,1608,648,1473,1608
36083052602,140,36,083,10580,104,,,Census Tract 526.02,1133,535,1161,529,1133,1161
36083052603,140,36,083,10580,104,,,Census Tract 526.03,2903,1482,2873,1339,2903,2873
36085000300,140,36,085,35620,408,,,Census Tract 3,1927,1199,2223,1043,1927,2223
36085000600,140,36,085,35620,408,,,Census Tract 6,2408,1336,2578,1375,2408,2578
36085000700,140,36,085,35620,408,,,Census Tract 7,4915,2308,4947,2230,4915,4947
36085000800,140,36,085,35620,408,,,Census Tract 8,5583,2009,4822,1851,5583,4822
36085000900,140,36,085,35620,408,,,Census Tract 9,2112,907,2109,865,2112,2109
36085001100,140,36,085,35620,408,,,Census Tract 11,3987,1431,3705,1403,3987,3705
36085001700,140,36,085,35620,408,,,Census Tract 17,1788,649,1672,619,1788,1672
36085002001,140,36,085,35620,408,,,Census Tract 20.01,2504,1075,2414,1042,2504,2414
36085002002,140,36,085,35620,408,,,Census Tract 20.02,3258,1325,3106,1205,3258,3106
36085002700,140,36,085,35620,408,,,Census Tract 27,2217,505,1807,436,2217,1807
36085002900,140,36,085,35620,408,,,Census Tract 29,5207,1904,5301,1744,5207,5301
36085003300,140,36,085,35620,408,,,Census Tract 33,3402,1450,3180,1357,3402,3180
36085003900,140,36,085,35620,408,,,Census Tract 39,2197,995,2196,1054,2197,2196
36085004000,140,36,085,35620,408,,,Census Tract 40,12998,4524,11105,3831,12998,11105
36085004700,140,36,085,35620,408,,,Census Tract 47,3863,1212,3353,1081,3863,3353
36085005000,140,36,085,35620,408,,,Census Tract 50,3847,1508,3649,1472,3847,3649
36085005900,140,36,085,35620,408,,,Census Tract 59,2635,1194,2633,1188,2635,2633
36085006400,140,36,085,35620,408,,,Census Tract 64,3550,1313,3659,1340,3550,3659
36085006700,140,36,085,35620,408,,,Census Tract 67,2758,1212,2856,1208,2758,2856
36085007000,140,36,085,35620,408,,,Census Tract 70,8525,2944,7298,2545,8525,7298
36085007400,140,36,085,35620,408,,,Census Tract 74,4693,1785,3644,1353,4693,3644
36085007700,140,36,085,35620,408,,,Census Tract 77,1535,568,1566,531,1535,1566
36085008100,140,36,085,35620,408,,,Census Tract 81,4301,1874,4360,1644,4301,4360
36085008900,140,36,085,35620,408,,,Census Tract 89,0,0,0,0,0,0
36085009601,140,36,085,35620,408,,,Census Tract 96.01,4024,1587,3843,1532,4024,3843
36085009602,140,36,085,35620,408,,,Census Tract 96.02,3461,1437,3340,1402,3461,3340
36085009700,140,36,085,35620,408,,,Census Tract 97,3925,1443,3818,1466,3925,3818
36085010500,140,36,085,35620,408,,,Census Tract 105,5153,1862,4415,1715,5153,4415
36085011201,140,36,085,35620,408,,,Census Tract 112.01,5758,2185,5590,2039,5758,5590
36085011202,140,36,085,35620,408,,,Census Tract 112.02,6428,2427,5605,2101,6428,5605
36085011401,140,36,085,35620,408,,,Census Tract 114.01,3067,1373,2946,1339,3067,2946
36085011402,140,36,085,35620,408,,,Census Tract 114.02,3450,1407,3254,1355,3450,3254
36085012100,140,36,085,35620,408,,,Census Tract 121,3065,1178,3187,1219,3065,3187
36085012200,140,36,085,35620,408,,,Census Tract 122,3813,1536,3759,1503,3813,3759
36085012804,140,36,085,35620,408,,,Census Tract 128.04,4259,1702,3874,1456,4259,3874
36085012806,140,36,085,35620,408,,,Census Tract 128.06,5955,2569,5856,2533,5955,5856
36085013201,140,36,085,35620,408,,,Census Tract 132.01,1558,599,1569,599,1558,1569
36085013203,140,36,085,35620,408,,,Census Tract 132.03,5433,2147,5491,2068,5433,5491
36085013204,140,36,085,35620,408,,,Census Tract 132.04,4843,1918,5138,1954,4843,5138
36085013301,140,36,085,35620,408,,,Census Tract 133.01,1633,635,1705,586,1633,1705
36085013302,140,36,085,35620,408,,,Census Tract 133.02,3587,1100,2762,931,3587,2762
36085013400,140,36,085,35620,408,,,Census Tract 134,3946,1606,3721,1543,3946,3721
36085013800,140,36,085,35620,408,,,Census Tract 138,6535,2458,6627,2446,6535,6627
36085014100,140,36,085,35620,408,,,Census Tract 141,2690,976,2142,833,2690,2142
36085014605,140,36,085,35620,408,,,Census Tract 146.05,3836,1422,3927,1383,3836,3927
36085014606,140,36,085,35620,408,,,Census Tract 146.06,6372,2429,6558,2321,6372,6558
36085014607,140,36,085,35620,408,,,Census Tract 146.07,4552,1701,4702,1690,4552,4702
36085014608,140,36,085,35620,408,,,Census Tract 146.08,3510,1274,3626,1266,3510,3626
36085014700,140,36,085,35620,408,,,Census Tract 147,3412,1524,3421,1506,3412,3421
36085015100,140,36,085,35620,408,,,Census Tract 151,5141,2087,5030,2072,5141,5030
36085015400,140,36,085,35620,408,,,Census Tract 154,0,0,0,0,0,0
36085015601,140,36,085,35620,408,,,Census Tract 156.01,6330,2504,6437,2451,6330,6437
36085015602,140,36,085,35620,408,,,Census Tract 156.02,3320,1206,3512,1227,3320,3512
36085015603,140,36,085,35620,408,,,Census Tract 156.03,4265,1727,4392,1637,4265,4392
36085017005,140,36,085,35620,408,,,Census Tract 170.05,4507,1745,3968,1422,4507,3968
36085017007,140,36,085,35620,408,,,Census Tract 170.07,4968,1737,3006,1192,4968,3006
36085017008,140,36,085,35620,408,,,Census Tract 170.08,7388,2690,8230,2738,7388,8230
36085017009,140,36,085,35620,408,,,Census Tract 170.09,4299,1675,4482,1600,4299,4482
36085017010,140,36,085,35620,408,,,Census Tract 170.10,8583,3097,9278,3074,8583,9278
36085017011,140,36,085,35620,408,,,Census Tract 170.11,4549,1822,4650,1743,4549,4650
36085017012,140,36,085,35620,408,,,Census Tract 170.12,4279,1723,4374,1648,4279,4374
36085017300,140,36,085,35620,408,,,Census Tract 173,2523,962,2540,961,2523,2540
36085017600,140,36,085,35620,408,,,Census Tract 176,4815,1760,4812,1636,4815,4812
36085017700,140,36,085,35620,408,,,Census Tract 177,7001,2528,6920,2480,7001,6920
36085018100,140,36,085,35620,408,,,Census Tract 181,2974,1067,3084,1054,2974,3084
36085018701,140,36,085,35620,408,,,Census Tract 187.01,1807,662,1740,661,1807,1740
36085018901,140,36,085,35620,408,,,Census Tract 189.01,5333,2099,5290,2061,5333,5290
36085019700,140,36,085,35620,408,,,Census Tract 197,1867,723,1910,727,1867,1910
36085019800,140,36,085,35620,408,,,Census Tract 198,6300,2352,5059,1859,6300,5059
36085020100,140,36,085,35620,408,,,Census Tract 201,3572,1291,3428,1242,3572,3428
36085020700,140,36,085,35620,408,,,Census Tract 207,6399,2006,5171,1708,6399,5171
36085020801,140,36,085,35620,408,,,Census Tract 208.01,8977,3321,8261,2856,8977,8261
36085020803,140,36,085,35620,408,,,Census Tract 208.03,6463,2344,5318,1781,6463,5318
36085020804,140,36,085,35620,408,,,Census Tract 208.04,5323,2029,5315,1832,5323,5315
36085021300,140,36,085,35620,408,,,Census Tract 213,5376,1691,4682,1618,5376,4682
36085022300,140,36,085,35620,408,,,Census Tract 223,2880,936,2237,751,2880,2237
36085022600,140,36,085,35620,408,,,Census Tract 226,8490,2780,6034,1902,8490,6034
36085022800,140,36,085,35620,408,,,Census Tract 228,105,36,75,25,105,75
36085023100,140,36,085,35620,408,,,Census Tract 231,4683,1536,3281,1040,4683,3281
36085023900,140,36,085,35620,408,,,Census Tract 239,3250,1092,3012,1027,3250,3012
36085024401,140,36,085,35620,408,,,Census Tract 244.01,5823,2142,4852,1755,5823,4852
36085024402,140,36,085,35620,408,,,Census Tract 244.02,4259,1689,3548,1384,4259,3548
36085024800,140,36,085,35620,408,,,Census Tract 248,4741,1778,3868,1517,4741,3868
36085025100,140,36,085,35620,408,,,Census Tract 251,5714,2201,5822,2225,5714,5822
36085027301,140,36,085,35620,408,,,Census Tract 273.01,3820,1559,3652,1390,3820,3652
36085027302,140,36,085,35620,408,,,Census Tract 273.02,3667,1310,3932,1309,3667,3932
36085027702,140,36,085,35620,408,,,Census Tract 277.02,6193,3002,5883,2716,6193,5883
36085027704,140,36,085,35620,408,,,Census Tract 277.04,4108,1576,3939,1363,4108,3939
36085027705,140,36,085,35620,408,,,Census Tract 277.05,5351,2004,5700,1990,5351,5700
36085027900,140,36,085,35620,408,,,Census Tract 279,2137,730,2038,635,2137,2038
36085029102,140,36,085,35620,408,,,Census Tract 291.02,2953,1012,2327,826,2953,2327
36085029103,140,36,085,35620,408,,,Census Tract 291.03,7245,2818,7570,2803,7245,7570
36085029104,140,36,085,35620,408,,,Census Tract 291.04,6735,2411,6939,2430,6735,6939
36085030301,140,36,085,35620,408,,,Census Tract 303.01,4929,1832,4836,1773,4929,4836
36085030302,140,36,085,35620,408,,,Census Tract 303.02,6369,2020,6125,2031,6369,6125
36085031901,140,36,085,35620,408,,,Census Tract 319.01,3265,1101,3262,1032,3265,3262
36085031902,140,36,085,35620,408,,,Census Tract 319.02,4848,1729,4130,1469,4848,4130
36085032300,140,36,085,35620,408,,,Census Tract 323,1250,472,1041,403,1250,1041
36085990100,140,36,085,35620,408,,,Census Tract 9901,0,0,0,0,0,0
36087010101,140,36,087,35620,408,,,Census Tract 101.01,5813,1967,4908,1625,5813,4908
36087010102,140,36,087,35620,408,,,Census Tract 101.02,4773,1842,4695,1642,4773,4695
36087010502,140,36,087,35620,408,,,Census Tract 105.02,6871,2997,6432,2726,6871,6432
36087010503,140,36,087,35620,408,,,Census Tract 105.03,2399,884,2094,737,2399,2094
36087010601,140,36,087,35620,408,,,Census Tract 106.01,3786,1341,3872,1311,3786,3872
36087010602,140,36,087,35620,408,,,Census Tract 106.02,6588,2328,6412,2321,6588,6412
36087010701,140,36,087,35620,408,,,Census Tract 107.01,4079,1312,3537,1074,4079,3537
36087010702,140,36,087,35620,408,,,Census Tract 107.02,4309,1144,3703,1032,4309,3703
36087010703,140,36,087,35620,408,,,Census Tract 107.03,3522,1142,2875,819,3522,2875
36087010801,140,36,087,35620,408,,,Census Tract 108.01,4385,1491,4274,1437,4385,4274
36087010802,140,36,087,35620,408,,,Census Tract 108.02,5316,1782,5662,1756,5316,5662
36087010803,140,36,087,35620,408,,,Census Tract 108.03,5588,1987,5736,1884,5588,5736
36087010804,140,36,087,35620,408,,,Census Tract 108.04,4082,1369,4104,1342,4082,4104
36087011101,140,36,087,35620,408,,,Census Tract 111.01,5873,2065,6066,1981,5873,6066
36087011200,140,36,087,35620,408,,,Census Tract 112,6325,2150,6386,2097,6325,6386
36087011301,140,36,087,35620,408,,,Census Tract 113.01,7348,2430,5413,1812,7348,5413
36087011302,140,36,087,35620,408,,,Census Tract 113.02,5486,1833,5248,1648,5486,5248
36087011303,140,36,087,35620,408,,,Census Tract 113.03,5432,2324,5339,2162,5432,5339
36087011401,140,36,087,35620,408,,,Census Tract 114.01,4134,1396,4229,1374,4134,4229
36087011403,140,36,087,35620,408,,,Census Tract 114.03,5445,1932,5442,1879,5445,5442
36087011404,140,36,087,35620,408,,,Census Tract 114.04,4003,1810,3971,1666,4003,3971
36087011502,140,36,087,35620,408,,,Census Tract 115.02,7629,2055,6854,1839,7629,6854
36087011504,140,36,087,35620,408,,,Census Tract 115.04,7333,1906,6856,1972,7333,6856
36087011505,140,36,087,35620,408,,,Census Tract 115.05,3274,647,2232,432,3274,2232
36087011506,140,36,087,35620,408,,,Census Tract 115.06,4258,761,2903,508,4258,2903
36087011602,140,36,087,35620,408,,,Census Tract 116.02,5946,2169,4838,1633,5946,4838
36087011603,140,36,087,35620,408,,,Census Tract 116.03,5484,1892,5247,1646,5484,5247
36087011700,140,36,087,35620,408,,,Census Tract 117,3013,1093,3117,1078,3013,3117
36087011800,140,36,087,35620,408,,,Census Tract 118,951,340,881,290,951,881
36087012000,140,36,087,35620,408,,,Census Tract 120,3752,1962,3837,1939,3752,3837
36087012101,140,36,087,35620,408,,,Census Tract 121.01,5521,1230,5094,1369,5521,5094
36087012102,140,36,087,35620,408,,,Census Tract 121.02,7481,1499,4994,984,7481,4994
36087012103,140,36,087,35620,408,,,Census Tract 121.03,5318,1176,4783,959,5318,4783
36087012105,140,36,087,35620,408,,,Census Tract 121.05,5060,1001,3251,663,5060,3251
36087012106,140,36,087,35620,408,,,Census Tract 121.06,3891,815,2498,538,3891,2498
36087012202,140,36,087,35620,408,,,Census Tract 122.02,5993,1975,5765,1910,5993,5765
36087012204,140,36,087,35620,408,,,Census Tract 122.04,3482,760,2562,492,3482,2562
36087012300,140,36,087,35620,408,,,Census Tract 123,6127,1478,4329,1190,6127,4329
36087012401,140,36,087,35620,408,,,Census Tract 124.01,4981,2000,4470,1893,4981,4470
36087012402,140,36,087,35620,408,,,Census Tract 124.02,5258,1464,4724,1386,5258,4724
36087012501,140,36,087,35620,408,,,Census Tract 125.01,5163,1442,4669,1370,5163,4669
36087012502,140,36,087,35620,408,,,Census Tract 125.02,5145,1980,5339,1829,5145,5339
36087012600,140,36,087,35620,408,,,Census Tract 126,6086,2203,6165,2212,6086,6165
36087012700,140,36,087,35620,408,,,Census Tract 127,4275,1781,4158,1729,4275,4158
36087012800,140,36,087,35620,408,,,Census Tract 128,6767,2286,6589,2100,6767,6589
36087013001,140,36,087,35620,408,,,Census Tract 130.01,3008,789,2928,748,3008,2928
36087013002,140,36,087,35620,408,,,Census Tract 130.02,5581,1829,4860,1595,5581,4860
36087013003,140,36,087,35620,408,,,Census Tract 130.03,3347,1065,2361,960,3347,2361
36087013100,140,36,087,35620,408,,,Census Tract 131,6075,3111,6081,2989,6075,6081
36087013200,140,36,087,35620,408,,,Census Tract 132,3510,1292,3473,1258,3510,3473
36087013300,140,36,087,35620,408,,,Census Tract 133,2510,1340,2632,1339,2510,2632
36087013402,140,36,087,35620,408,,,Census Tract 134.02,3796,1386,3988,1376,3796,3988
36089490200,140,36,089,36300,999,,,Census Tract 4902,3835,1710,3959,1780,3835,3959
36089490400,140,36,089,36300,999,,,Census Tract 4904,3145,1503,3195,1437,3145,3195
36089490600,140,36,089,36300,999,,,Census Tract 4906,4668,2042,4565,1959,4668,4565
36089490800,140,36,089,36300,999,,,Census Tract 4908,3533,1578,3640,1471,3533,3640
36089490900,140,36,089,36300,999,,,Census Tract 4909,3475,1727,3767,1855,3475,3767
36089491000,140,36,089,36300,999,,,Census Tract 4910,4731,2053,4681,1970,4731,4681
36089491100,140,36,089,36300,999,,,Census Tract 4911,2141,57,2205,107,2141,2205
36089491200,140,36,089,36300,999,,,Census Tract 4912,2161,19,1664,28,2161,1664
36089491400,140,36,089,36300,999,,,Census Tract 4914,4984,1557,5780,1590,4984,5780
36089491500,140,36,089,36300,999,,,Census Tract 4915,3761,1785,4076,1864,3761,4076
36089491600,140,36,089,36300,999,,,Census Tract 4916,2383,1014,2508,1077,2383,2508
36089491700,140,36,089,36300,999,,,Census Tract 4917,4397,1998,4370,1896,4397,4370
36089491800,140,36,089,36300,999,,,Census Tract 4918,4540,1961,4218,1787,4540,4218
36089492100,140,36,089,36300,999,,,Census Tract 4921,4239,1459,3983,1409,4239,3983
36089492300,140,36,089,36300,999,,,Census Tract 4923,6178,3908,6160,3531,6178,6160
36089492500,140,36,089,36300,999,,,Census Tract 4925,2693,2800,2842,2496,2693,2842
36089492600,140,36,089,36300,999,,,Census Tract 4926,6060,3124,5915,2859,6060,5915
36089492800,140,36,089,36300,999,,,Census Tract 4928,2880,2733,2896,2399,2880,2896
36089492900,140,36,089,36300,999,,,Census Tract 4929,2068,1947,1994,1853,2068,1994
36091061303,140,36,091,10580,104,,,Census Tract 613.03,1914,1,239,0,1914,239
36091060102,140,36,091,10580,104,,,Census Tract 601.02,5011,1980,4655,1828,5011,4655
36091060200,140,36,091,10580,104,,,Census Tract 602,3518,1691,3368,1616,3518,3368
36091060400,140,36,091,10580,104,,,Census Tract 604,2559,1155,2474,1144,2559,2474
36091060503,140,36,091,10580,104,,,Census Tract 605.03,1995,1056,1841,909,1995,1841
36091060601,140,36,091,10580,104,,,Census Tract 606.01,2715,1260,2570,1178,2715,2570
36091060701,140,36,091,10580,104,,,Census Tract 607.01,7078,3113,5669,2226,7078,5669
36091060702,140,36,091,10580,104,,,Census Tract 607.02,9095,3734,6842,2559,9095,6842
36091060800,140,36,091,10580,104,,,Census Tract 608,5087,1925,4603,1717,5087,4603
36091060901,140,36,091,10580,104,,,Census Tract 609.01,3893,1805,3425,1516,3893,3425
36091060902,140,36,091,10580,104,,,Census Tract 609.02,1781,827,1721,771,1781,1721
36091061000,140,36,091,10580,104,,,Census Tract 610,4085,2858,4208,2624,4085,4208
36091061100,140,36,091,10580,104,,,Census Tract 611,5324,2818,5775,2691,5324,5775
36091061200,140,36,091,10580,104,,,Census Tract 612,5130,2801,6792,2586,5130,6792
36091061301,140,36,091,10580,104,,,Census Tract 613.01,3545,1571,2727,1214,3545,2727
36091061302,140,36,091,10580,104,,,Census Tract 613.02,6588,2887,6434,2462,6588,6434
36091061403,140,36,091,10580,104,,,Census Tract 614.03,5930,2478,5263,2012,5930,5263
36091061500,140,36,091,10580,104,,,Census Tract 615,3545,2016,3589,1879,3545,3589
36091061600,140,36,091,10580,104,,,Census Tract 616,4133,1610,3954,1464,4133,3954
36091061701,140,36,091,10580,104,,,Census Tract 617.01,4367,1741,3424,1369,4367,3424
36091061702,140,36,091,10580,104,,,Census Tract 617.02,4271,1741,4124,1595,4271,4124
36091061800,140,36,091,10580,104,,,Census Tract 618,5684,2504,5700,2446,5684,5700
36091061901,140,36,091,10580,104,,,Census Tract 619.01,8977,4201,6980,3164,8977,6980
36091062000,140,36,091,10580,104,,,Census Tract 620,6618,2764,5872,2383,6618,5872
36091062200,140,36,091,10580,104,,,Census Tract 622,3059,1519,3060,1488,3059,3060
36091062403,140,36,091,10580,104,,,Census Tract 624.03,6506,3077,6271,2894,6506,6271
36091062404,140,36,091,10580,104,,,Census Tract 624.04,1710,744,1243,477,1710,1243
36091062405,140,36,091,10580,104,,,Census Tract 624.05,6403,3180,5926,2805,6403,5926
