,lines_x,stations_x,Boro,2007,2008,2009,2010,2011,2012,2013,2012-2013 Change,12/13 %,2013 Rank,07/13 Change,7/13 %,index,lines_y,stations_y,3,4,k-means label
258,AC ,Euclid Ave ,B,9368.0,9722.0,9435.0,9750.0,10037.0,10169.0,10418.0,249.0,+2.4%,151.0,1050.0,11.208368915456875,EuclidAveAC,AC,EuclidAve,40.675377,-73.872106,0
259,A ,Far Rockaway-Mott Ave ,Q,4461.0,4655.0,4568.0,4662.0,4750.0,4068.0,2651.0,-1417.0,-34.8%,380.0,-1810.0,-40.57386236269895,FarRockaway-MottAveA,A,FarRockaway-MottAve,40.603995,-73.755405,0
260,25 ,Flatbush Ave-Brooklyn College ,B,19825.0,20338.0,20159.0,21355.0,22168.0,21942.0,21941.0,-1.0,-0.0%,63.0,2116.0,10.673392181588904,FlatbushAve-BrooklynCollege25,25,FlatbushAve-BrooklynCollege,40.632836,-73.947642,0
261,G ,Flushing Ave ,B,1961.0,1974.0,1900.0,1930.0,2032.0,2157.0,2373.0,216.0,+10.0%,387.0,412.0,21.009688934217234,FlushingAveG,G,FlushingAve,40.700377,-73.950234,3
262,JM ,Flushing Ave ,B,6803.0,7378.0,7765.0,8243.0,8477.0,8963.0,9165.0,202.0,+2.3%,172.0,2362.0,34.719976480964284,FlushingAveJM,JM,FlushingAve,40.70026,-73.941126,3
263,7 ,Flushing-Main St ,Q,57426.0,58681.0,57753.0,59093.0,60184.0,60540.0,60190.0,-350.0,-0.6%,13.0,2764.0,4.813150837599694,Flushing-MainSt7,7,Flushing-MainSt,40.7596,-73.83003,0
264,4 ,Fordham Rd ,Bx,12570.0,11511.0,11732.0,12080.0,12330.0,12560.0,12558.0,-2.0,-0.0%,122.0,-12.0,-0.0954653937947494,FordhamRd4,4,FordhamRd,40.862803,-73.901034,0
265,BD ,Fordham Rd ,Bx,11516.0,11576.0,11413.0,11454.0,11465.0,11521.0,11878.0,357.0,+3.1%,131.0,362.0,3.143452587704064,FordhamRdBD,BD,FordhamRd,40.861296,-73.897749,0
266,M ,Forest Ave ,Q,3424.0,3517.0,3502.0,3608.0,3901.0,3971.0,4103.0,132.0,+3.3%,324.0,679.0,19.830607476635514,ForestAveM,M,ForestAve,40.704423,-73.903077,3
267,EFMR,Forest Hills-71 Ave ,Q,26611.0,27139.0,26190.0,26494.0,27123.0,27537.0,27728.0,191.0,+0.7%,39.0,1117.0,4.197512306940738,ForestHills-71AveEFMR,EFMR,ForestHills-71Ave,40.721691,-73.844521,0
268,EFMR,Forest Hills-71 Ave ,Q,26611.0,27139.0,26190.0,26494.0,27123.0,27537.0,27728.0,191.0,+0.7%,39.0,1117.0,4.197512306940738,ForestHills-71AveEFMR,EFMR,ForestHills-71Ave,40.721691,-73.844521,0
269,D ,Fort Hamilton Parkway ,B,3685.0,3809.0,3783.0,3772.0,3640.0,3403.0,3984.0,581.0,+17.1%,329.0,299.0,8.113975576662144,FortHamiltonParkwayD,D,FortHamiltonParkway,40.640914,-73.994304,0
270,FG ,Fort Hamilton Parkway ,B,4625.0,4805.0,4816.0,4967.0,4268.0,5092.0,5531.0,439.0,+8.6%,269.0,906.0,19.589189189189188,FortHamiltonParkwayFG,F,FortHamiltonParkway,40.650782,-73.975776,3
271,N ,Fort Hamilton Parkway ,B,5997.0,6399.0,6407.0,6508.0,6715.0,6786.0,7034.0,248.0,+3.7%,212.0,1037.0,17.29197932299483,FortHamiltonParkwayN,N,FortHamiltonParkway,40.631386,-74.005351,3
272,2345S ,Franklin Ave ,B,12882.0,13537.0,13557.0,14071.0,14795.0,15352.0,15775.0,423.0,+2.8%,91.0,2893.0,22.457692904828445,FranklinAve2345S,2345S,FranklinAve,40.670682,-73.958131,3
273,CS ,Franklin Ave ,B,4720.0,5022.0,4906.0,5348.0,5786.0,6111.0,6227.0,116.0,+1.9%,242.0,1507.0,31.927966101694917,FranklinAveACS,ACS,FranklinAve,40.68138,-73.956848,3
274,1 ,Franklin St ,M,5846.0,5857.0,5596.0,5804.0,5998.0,5931.0,5825.0,-106.0,-1.8%,259.0,-21.0,-0.35921997947314405,FranklinSt1,1,FranklinSt,40.719318,-74.006886,0
275,25 ,Freeman St ,Bx,3313.0,3635.0,3812.0,4296.0,4382.0,4569.0,4762.0,193.0,+4.2%,299.0,1449.0,43.736794446121344,FreemanSt25,25,FreemanSt,40.829993,-73.891865,3
276,M ,Fresh Pond Rd ,Q,4609.0,4849.0,4782.0,5001.0,5431.0,5545.0,5333.0,-212.0,-3.8%,278.0,724.0,15.708396615317858,FreshPondRdM,M,FreshPondRd,40.706186,-73.895877,3
277,G ,Fulton St ,B,3004.0,3235.0,3379.0,3523.0,3699.0,3956.0,4266.0,310.0,+7.8%,318.0,1262.0,42.01065246338216,FultonStG,G,FultonSt,40.687119,-73.975375,3
278,ACJZ2345,Fulton St ,M,66293.0,68975.0,65635.0,64287.0,63203.0,62779.0,64461.0,1682.0,+2.7%,11.0,-1832.0,-2.7634893578507533,FultonStACJZ2345,AC,FultonSt,40.709416,-74.006571,0
279,JZ ,Gates Ave ,B,4662.0,5037.0,5194.0,5413.0,5787.0,5964.0,5999.0,35.0,+0.6%,250.0,1337.0,28.678678678678676,GatesAveJZ,JZ,GatesAve,40.68963,-73.92227,3
280,L ,Graham Ave ,B,8023.0,8503.0,8766.0,9442.0,9828.0,9889.0,10136.0,247.0,+2.5%,154.0,2113.0,26.336781752461675,GrahamAveL,L,GrahamAve,40.714565,-73.944053,3
281,23 ,Grand Army Plaza ,B,7869.0,7841.0,7661.0,7722.0,7882.0,8068.0,8066.0,-2.0,-0.0%,188.0,197.0,2.5034947261405516,GrandArmyPlaza23,23,GrandArmyPlaza,40.675235,-73.971046,0
282,MR,Grand Ave-Newtown ,Q,17326.0,17789.0,17387.0,17466.0,17886.0,18108.0,18298.0,190.0,+1.0%,73.0,972.0,5.61006579706799,GrandAve-NewtownMR,MR,GrandAve-Newtown,40.737015,-73.877223,0
283,S4567 ,Grand Central-42 St ,M,149224.0,153747.0,144904.0,144350.0,147644.0,150266.0,153861.0,3595.0,+2.4%,2.0,4637.0,3.1074089958719777,GrandCentral-42StS4567,S4567,GrandCentral-42St,40.751776,-73.976848,0
284,L ,Grand St ,B,6490.0,6816.0,6700.0,6923.0,7169.0,7171.0,7444.0,273.0,+3.8%,201.0,954.0,14.699537750385208,GrandStL,L,GrandSt,40.711926,-73.94067,0
285,BD ,Grand St ,M,22310.0,23333.0,23266.0,23304.0,23284.0,23406.0,23770.0,364.0,+1.6%,52.0,1460.0,6.544150605109817,GrandStBD,BD,GrandSt,40.718267,-73.993753,0
286,A ,Grant Ave ,B,5952.0,6170.0,6091.0,6089.0,6216.0,6290.0,6270.0,-20.0,-0.3%,241.0,318.0,5.342741935483871,GrantAveA,A,GrantAve,40.677044,-73.86505,0
287,G ,Greenpoint Ave ,B,7372.0,7660.0,7392.0,7523.0,8073.0,8212.0,8461.0,249.0,+3.0%,184.0,1089.0,14.772110689093868,GreenpointAveG,G,GreenpointAve,40.731352,-73.954449,0
288,25 ,Gun Hill Rd ,Bx,5567.0,6005.0,6145.0,6717.0,7045.0,7212.0,7339.0,127.0,+1.8%,205.0,1772.0,31.83042931560984,GunHillRd25,25,GunHillRd,40.87785,-73.866256,3
289,5 ,Gun Hill Rd ,Bx,5828.0,6025.0,5770.0,5776.0,5794.0,5953.0,6002.0,49.0,+0.8%,249.0,174.0,2.9855868222374746,GunHillRd5,5,GunHillRd,40.869526,-73.846384,0
290,J ,Halsey St ,B,4684.0,5061.0,5109.0,5378.0,5608.0,5650.0,5805.0,155.0,+2.7%,261.0,1121.0,23.932536293766013,HalseyStJ,J,HalseySt,40.68637,-73.916559,3
291,L ,Halsey St ,B,5821.0,6313.0,6154.0,6420.0,6672.0,6904.0,7308.0,404.0,+5.9%,206.0,1487.0,25.545438928019244,HalseyStL,L,HalseySt,40.695602,-73.904084,3
292,3 ,Harlem-148 St ,M,3154.0,3285.0,3266.0,3277.0,3553.0,3616.0,3790.0,174.0,+4.8%,339.0,636.0,20.164870006341154,Harlem-148St3,3,Harlem-148St,40.82388,-73.93647,3
293,JM ,Hewes St ,B,1966.0,2143.0,2272.0,2420.0,2628.0,2811.0,2859.0,48.0,+1.7%,372.0,893.0,45.42217700915565,HewesStJM,JM,HewesSt,40.70687,-73.953431,3
294,AC ,High St ,B,5572.0,6089.0,6045.0,6259.0,6586.0,7050.0,7543.0,493.0,+7.0%,198.0,1971.0,35.37329504666188,HighStAC,AC,HighSt,40.699337,-73.990531,3
295,1 ,Houston St ,M,13606.0,13705.0,13606.0,13908.0,14814.0,15247.0,15736.0,489.0,+3.2%,92.0,2130.0,15.654858150815818,HoustonSt1,1,HoustonSt,40.728251,-74.005367,3
296,A ,Howard Beach ,Q,2837.0,2966.0,2801.0,2667.0,2729.0,3227.0,4972.0,1745.0,+54.1%,287.0,2135.0,75.25555163905534,HowardBeachA,A,HowardBeach,40.660476,-73.830301,3
297,23 ,Hoyt St ,B,6652.0,6613.0,6341.0,6262.0,6535.0,6710.0,6657.0,-53.0,-0.8%,223.0,5.0,0.07516536380036079,HoytSt23,23,HoytSt,40.690545,-73.985065,0
298,ACG ,Hoyt&Schermerhorn ,B,8847.0,9553.0,9642.0,9742.0,9760.0,9928.0,9604.0,-324.0,-3.3%,165.0,757.0,8.55657284955352,Hoyt&SchermerhornACG,ACG,Hoyt&Schermerhorn,40.688484,-73.985001,0
299,7 ,Hunters Point Ave ,Q,6743.0,6655.0,6210.0,6023.0,6113.0,6521.0,6400.0,-121.0,-1.9%,234.0,-343.0,-5.0867566365119385,HuntersPointAve7,7,HuntersPointAve,40.742216,-73.948916,0
300,6 ,Hunts Point Ave ,Bx,10242.0,10612.0,10512.0,10494.0,10316.0,10389.0,10144.0,-245.0,-2.4%,153.0,-98.0,-0.9568443663347002,HuntsPointAve6,6,HuntsPointAve,40.820948,-73.890549,0
301,25 ,Intervale Ave ,Bx,2640.0,2775.0,2785.0,2951.0,2974.0,3121.0,3420.0,299.0,+9.6%,354.0,780.0,29.545454545454547,IntervaleAve25,25,IntervaleAve,40.822181,-73.896736,3
302,A ,Inwood-207 St ,M,8121.0,8156.0,8113.0,8202.0,8888.0,8717.0,8866.0,149.0,+1.7%,178.0,745.0,9.173747075483314,Inwood-207StA,A,Inwood-207St,40.868072,-73.919899,0
303,25 ,Jackson Ave ,Bx,4860.0,5089.0,4961.0,5249.0,5110.0,5060.0,5432.0,372.0,+7.4%,274.0,572.0,11.76954732510288,JacksonAve25,25,JacksonAve,40.81649,-73.907807,0
304,EJZ ,Jamaica Center-Parsons-Archer ,Q,37580.0,38966.0,38563.0,39327.0,40423.0,41130.0,41686.0,556.0,+1.4%,20.0,4106.0,10.926024481106971,JamaicaCenter-Parsons-ArcherEJZ,EJZ,JamaicaCenter-Parsons-Archer,40.702147,-73.801109,0
305,F ,Jamaica-179 St ,Q,22793.0,23394.0,22535.0,22766.0,23174.0,23330.0,23280.0,-50.0,-0.2%,57.0,487.0,2.136620892379239,Jamaica-179StF,F,Jamaica-179St,40.712646,-73.783817,0
306,E ,Jamaica-Van Wyck ,Q,4621.0,4299.0,4279.0,4588.0,4882.0,4930.0,4992.0,62.0,+1.3%,286.0,371.0,8.028565245617832,Jamaica-VanWyckE,E,Jamaica-VanWyck,40.702566,-73.816859,0
307,ACFR,Jay St-MetroTech ,B,35761.0,36596.0,35723.0,35884.0,38037.0,39561.0,40183.0,622.0,+1.6%,23.0,4422.0,12.365426022762227,JaySt-MetroTechACFR,ACFR,JaySt-MetroTech,40.692338,-73.987342,0
308,L ,Jefferson St ,B,4502.0,4865.0,5059.0,5408.0,5771.0,5951.0,6612.0,661.0,+11.1%,225.0,2110.0,46.868058640604175,JeffersonStL,L,JeffersonSt,40.706607,-73.922913,3
309,7 ,Junction Blvd ,Q,20484.0,21038.0,21196.0,21593.0,21240.0,20938.0,20818.0,-120.0,-0.6%,64.0,334.0,1.6305409099785197,JunctionBlvd7,7,JunctionBlvd,40.749145,-73.869527,0
310,3 ,Junius St ,B,2057.0,2105.0,2024.0,2142.0,2153.0,2204.0,2206.0,2.0,+0.1%,393.0,149.0,7.243558580456977,JuniusSt3,3,JuniusSt,40.663515,-73.902447,0
311,EF ,Kew Gardens-Union Turnpike ,Q,26168.0,26996.0,26411.0,26763.0,27280.0,27884.0,28289.0,405.0,+1.5%,36.0,2121.0,8.105319474166922,KewGardens-UnionTurnpikeEF,EF,KewGardens-UnionTurnpike,40.714441,-73.831008,0
312,BQ ,Kings Highway ,B,18181.0,19193.0,18462.0,19091.0,17639.0,18422.0,18799.0,377.0,+2.0%,71.0,618.0,3.3991529618832845,KingsHighwayBQ,BQ,KingsHighway,40.60867,-73.957734,0
313,F ,Kings Highway ,B,3503.0,3513.0,3323.0,3478.0,3605.0,3681.0,3655.0,-26.0,-0.7%,344.0,152.0,4.339137881815587,KingsHighwayF,F,KingsHighway,40.603217,-73.972361,0
314,N ,Kings Highway ,B,4597.0,4923.0,4989.0,5017.0,5065.0,5104.0,5154.0,50.0,+1.0%,282.0,557.0,12.116597781161627,KingsHighwayN,N,KingsHighway,40.603923,-73.980353,0
315,4 ,Kingsbridge Rd ,Bx,5049.0,8980.0,9320.0,9754.0,10153.0,10377.0,10431.0,54.0,+0.5%,150.0,5382.0,106.59536541889483,KingsbridgeRd4,4,KingsbridgeRd,40.86776,-73.897174,3
316,BD ,Kingsbridge Rd ,Bx,8502.0,7788.0,7417.0,7208.0,7189.0,7184.0,7422.0,238.0,+3.3%,203.0,-1080.0,-12.70289343683839,KingsbridgeRdBD,BD,KingsbridgeRd,40.866978,-73.893509,0
317,3 ,Kingston Ave ,B,4789.0,4947.0,4734.0,4717.0,4825.0,4929.0,4949.0,20.0,+0.4%,288.0,160.0,3.3409897682188348,KingstonAve3,3,KingstonAve,40.669399,-73.942161,0
318,C ,Kingston-Throop Aves ,B,4787.0,4962.0,4769.0,4897.0,5152.0,5331.0,5678.0,347.0,+6.5%,262.0,891.0,18.612909964487155,Kingston-ThroopAC,AC,Kingston-Throop,40.679921,-73.940858,3
319,M ,Knickerbocker Ave ,B,3043.0,3204.0,3260.0,3325.0,3575.0,2350.0,3429.0,1079.0,+45.9%,352.0,386.0,12.68485047650345,KnickerbockerAveM,M,KnickerbockerAve,40.698664,-73.919711,0
320,J ,Kosciuszko St ,B,3732.0,4028.0,4107.0,4315.0,4528.0,4592.0,4751.0,159.0,+3.5%,301.0,1019.0,27.30439442658092,KosciuszkoStJ,J,KosciuszkoSt,40.693342,-73.928814,3
321,C ,Lafayette Ave ,B,4186.0,4518.0,4409.0,4627.0,4665.0,4774.0,4825.0,51.0,+1.1%,296.0,639.0,15.265169612995699,LafayetteAveC,C,LafayetteAve,40.686113,-73.973946,3
322,NQR 456 ,Lexington Ave ,M,62657.0,65013.0,61403.0,63138.0,65855.0,67478.0,67841.0,363.0,+0.5%,9.0,5184.0,8.273616674912619,LexingtonAveNQR456,NQR456,LexingtonAve,40.76266,-73.967258,0
323,EM 6 ,Lexington Ave-53 St ,M,71048.0,70667.0,64389.0,62774.0,66045.0,67821.0,69973.0,2152.0,+3.2%,8.0,-1075.0,-1.5130615921630448,LexingtonAve-53StEM6,EM6,LexingtonAve-53St,40.757552,-73.969055,0
324,F ,Lexington Ave ,M,12991.0,13488.0,13425.0,15816.0,15616.0,15639.0,15404.0,-235.0,-1.5%,94.0,2413.0,18.574397659918404,LexingtonAveF,F,LexingtonAve,40.764627,-73.96611,3
325,C ,Liberty Ave ,B,2948.0,2960.0,2871.0,2746.0,2687.0,2632.0,2658.0,26.0,+1.0%,379.0,-290.0,-9.837177747625509,LibertyAveAC,AC,LibertyAve,40.674542,-73.896548,0
326,L ,Livonia Ave ,B,1983.0,2249.0,2280.0,2497.0,2678.0,2908.0,2959.0,51.0,+1.8%,369.0,976.0,49.21835602622289,LivoniaAveL,L,LivoniaAve,40.664038,-73.900571,3
327,6 ,Longwood Ave ,Bx,3346.0,3352.0,3228.0,3273.0,3418.0,3476.0,3494.0,18.0,+0.5%,348.0,148.0,4.423191870890616,LongwoodAve6,6,LongwoodAve,40.816104,-73.896435,0
328,JM ,Lorimer St ,B,3858.0,4217.0,4287.0,4364.0,4564.0,4779.0,4796.0,17.0,+0.4%,297.0,938.0,24.313115603939867,LorimerStJM,JM,LorimerSt,40.703869,-73.947408,3
329,LG,Lorimer St ,B,10883.0,11436.0,11846.0,12556.0,12815.0,13344.0,14004.0,660.0,+4.9%,109.0,3121.0,28.677754295690526,LorimerStLG,LG,LorimerSt,40.714063,-73.950275,3
330,1 ,Marble Hill-225 St ,M,5434.0,5718.0,5586.0,5570.0,4758.0,5380.0,5456.0,76.0,+1.4%,273.0,22.0,0.4048582995951417,MarbleHill-225St1,1,MarbleHill-225St,40.874561,-73.909831,0
331,JMZ ,Marcy Ave ,B,8340.0,9217.0,9550.0,10349.0,11319.0,11591.0,11775.0,184.0,+1.6%,132.0,3435.0,41.18705035971223,MarcyAveJMZ,JMZ,MarcyAve,40.708359,-73.957757,3
332,7 ,Mets-Willets Point ,Q,4932.0,5406.0,4998.0,4648.0,4472.0,4618.0,4675.0,57.0,+1.2%,304.0,-257.0,-5.2108678021086785,Mets-WilletsPoint7,7,Mets-WilletsPoint,40.754622,-73.845625,0
333,M ,Metropolitan Ave ,Q,3389.0,3640.0,3763.0,3815.0,3983.0,4053.0,4092.0,39.0,+1.0%,325.0,703.0,20.74358217763352,MetropolitanAveM,M,MetropolitanAve,40.711396,-73.889601,3
334,6 ,Middletown Rd ,Bx,1682.0,1796.0,1802.0,1883.0,1916.0,1969.0,1514.0,-455.0,-23.1%,405.0,-168.0,-9.988109393579073,MiddletownRd6,6,MiddletownRd,40.843863,-73.836322,0
335,L ,Montrose Ave ,B,5007.0,5333.0,5433.0,5946.0,6268.0,6452.0,6731.0,279.0,+4.3%,222.0,1724.0,34.43179548631915,MontroseAveL,L,MontroseAve,40.707739,-73.93985,3
336,L ,Morgan Ave ,B,4633.0,5078.0,5269.0,6050.0,6530.0,6821.0,7126.0,305.0,+4.5%,209.0,2493.0,53.809626591841145,MorganAveL,L,MorganAve,40.706152,-73.933147,3
337,5 ,Morris Park ,Bx,1885.0,1957.0,1873.0,1871.0,1966.0,2083.0,2210.0,127.0,+6.1%,392.0,325.0,17.24137931034483,MorrisPark5,5,MorrisPark,40.854364,-73.860495,3
338,6 ,Morrison Ave-Soundview Ave ,Bx,5956.0,6352.0,6225.0,2304.0,9603.0,6582.0,6588.0,6.0,+0.1%,227.0,632.0,10.61114842175957,MorrisonAve-SoundviewAve6,6,MorrisonAve-SoundviewAve,40.829521,-73.874516,0
339,4 ,Mosholu Parkway ,Bx,7103.0,8468.0,9078.0,9439.0,9578.0,9596.0,9588.0,-8.0,-0.1%,166.0,2485.0,34.985217513726596,MosholuParkway4,4,MosholuParkway,40.87975,-73.884655,3
340,4 ,Mt Eden Ave ,Bx,4937.0,5174.0,5615.0,5848.0,5748.0,5859.0,5995.0,136.0,+2.3%,251.0,1058.0,21.430018229694145,MtEdenAve4,4,MtEdenAve,40.844434,-73.914685,3
341,JMZ ,Myrtle Ave ,B,7490.0,8192.0,8405.0,8995.0,9670.0,10098.0,10876.0,778.0,+7.7%,146.0,3386.0,45.20694259012016,MyrtleAveJMZ,JMZ,MyrtleAve,40.697207,-73.935657,3
342,G ,Myrtle-Willoughby Aves ,B,3818.0,4179.0,4250.0,4139.0,4412.0,4581.0,4916.0,335.0,+7.3%,292.0,1098.0,28.758512310110007,Myrtle-WilloughbyAvesG,G,Myrtle-WilloughbyAves,40.694568,-73.949046,3
343,LM ,Myrtle Ave ,B,14790.0,16026.0,16030.0,16445.0,16689.0,17537.0,18167.0,630.0,+3.6%,74.0,3377.0,22.832995267072345,MyrtleAveLM,LM,MyrtleAve,40.699814,-73.911586,3
344,G ,Nassau Ave ,B,7654.0,7782.0,7542.0,7343.0,7791.0,8096.0,8435.0,339.0,+4.2%,185.0,781.0,10.203814998693494,NassauAveG,G,NassauAve,40.724635,-73.951277,0
345,Q ,Neck Rd ,B,3713.0,3796.0,3182.0,2606.0,4114.0,3834.0,3941.0,107.0,+2.8%,332.0,228.0,6.140587126312955,NeckRdQ,BQ,NeckRd,40.595246,-73.955161,0
346,F ,Neptune Ave ,B,1626.0,1611.0,1583.0,1720.0,1794.0,1705.0,1749.0,44.0,+2.6%,399.0,123.0,7.564575645756458,NeptuneAveF,F,NeptuneAve,40.581011,-73.974574,0
347,25 ,Nereid Ave ,Bx,2840.0,3107.0,3080.0,3307.0,3420.0,3603.0,3878.0,275.0,+7.6%,333.0,1038.0,36.54929577464789,NereidAve25,25,NereidAve,40.898379,-73.854376,3
348,2345 ,Nevins St ,B,11134.0,11406.0,11579.0,11778.0,11708.0,11653.0,11468.0,-185.0,-1.6%,139.0,334.0,2.9998203700377224,NevinsSt2345,2345,NevinsSt,40.688246,-73.980492,0
349,3 ,New Lots Ave ,B,5675.0,5874.0,5752.0,6015.0,6223.0,6214.0,6349.0,135.0,+2.2%,237.0,674.0,11.876651982378855,NewLotsAve3,3,NewLotsAve,40.666235,-73.884079,0
350,L ,New Lots Ave ,B,3115.0,3520.0,3729.0,3961.0,4255.0,4475.0,4785.0,310.0,+6.9%,298.0,1670.0,53.6115569823435,NewLotsAveL,L,NewLotsAve,40.658733,-73.899232,3
351,N D ,New Utrecht Ave ,B,5086.0,5161.0,5052.0,5155.0,5340.0,5883.0,5159.0,-724.0,-12.3%,281.0,73.0,1.4353126228863546,NewUtrechtAveND,ND,NewUtrechtAve,40.624842,-73.996353,0
352,25 ,Newkirk Ave ,B,7645.0,7851.0,7561.0,7666.0,7715.0,7604.0,7757.0,153.0,+2.0%,194.0,112.0,1.4650098103335514,NewkirkAve25,25,NewkirkPlaza,40.639967,-73.948411,0
353,BQ ,Newkirk Plaza ,B,9563.0,10004.0,9375.0,9179.0,9672.0,9890.0,10788.0,898.0,+9.1%,148.0,1225.0,12.809787723517724,NewkirkPlazaBQ,BQ,NewkirkPlaza,40.635082,-73.962793,0
354,MR,Northern Blvd ,Q,7147.0,7584.0,7263.0,7066.0,7049.0,7201.0,7235.0,34.0,+0.5%,208.0,88.0,1.2312858542045613,NorthernBlvdMR,MR,NorthernBlvd,40.752885,-73.906006,0
355,JZ ,Norwood Ave ,B,3221.0,3390.0,3319.0,3381.0,3366.0,3518.0,3492.0,-26.0,-0.7%,349.0,271.0,8.413536168891648,NorwoodAveJZ,JZ,NorwoodAve,40.68141,-73.880039,0
356,D ,Norwood-205 St ,Bx,7626.0,7869.0,7588.0,7602.0,7779.0,7872.0,8043.0,171.0,+2.2%,189.0,417.0,5.468135326514555,Norwood-205StD,D,Norwood-205St,40.874811,-73.878855,0
357,3 ,Nostrand Ave ,B,3895.0,3891.0,3782.0,3980.0,4069.0,4113.0,4151.0,38.0,+0.9%,323.0,256.0,6.572528883183569,NostrandAve3,3,NostrandAve,40.669847,-73.950466,0
358,AC ,Nostrand Ave ,B,14840.0,15658.0,15018.0,15264.0,15868.0,16439.0,16843.0,404.0,+2.5%,80.0,2003.0,13.497304582210242,NostrandAveAC,AC,NostrandAve,40.680438,-73.950426,0
359,Q ,Ocean Parkway ,B,2864.0,2992.0,3075.0,3350.0,3314.0,3155.0,3141.0,-14.0,-0.4%,364.0,277.0,9.671787709497206,OceanParkwayQ,Q,OceanParkway,40.576312,-73.968501,0
360,A ,Lefferts Blvd ,Q,7504.0,7773.0,7434.0,7326.0,7491.0,7460.0,7476.0,16.0,+0.2%,200.0,-28.0,-0.3731343283582089,LeffertsBlvdA,A,LeffertsBlvd,40.685951,-73.825798,0
361,S ,Park Place ,B,2363.0,2427.0,2305.0,2261.0,2259.0,2201.0,2077.0,-124.0,-5.6%,395.0,-286.0,-12.103258569614898,ParkPlaceS,S,ParkPlace,40.674772,-73.957624,0
362,6 ,Parkchester ,Bx,14708.0,15189.0,14978.0,12724.0,15516.0,15190.0,16614.0,1424.0,+9.4%,83.0,1906.0,12.958933913516454,Parkchester6,6,Parkchester,40.833226,-73.860816,0
363,Q ,Parkside Ave ,B,5569.0,5648.0,5661.0,6407.0,6691.0,5729.0,4240.0,-1489.0,-26.0%,319.0,-1329.0,-23.864248518585025,ParksideAveQ,BQ,ParksideAve,40.655292,-73.961495,0
364,F ,Parsons Blvd ,Q,5914.0,6122.0,5920.0,6013.0,6174.0,6329.0,6463.0,134.0,+2.1%,232.0,549.0,9.283057152519445,ParsonsBlvdF,F,ParsonsBlvd,40.707564,-73.803326,0
365,6 ,Pelham Bay Park ,Bx,6010.0,6262.0,6299.0,6538.0,6705.0,6688.0,6772.0,84.0,+1.3%,221.0,762.0,12.678868552412645,PelhamBayPark6,6,PelhamBayPark,40.852462,-73.828121,0
366,25 ,Pelham Parkway ,Bx,7373.0,8116.0,8287.0,8691.0,8850.0,9288.0,9614.0,326.0,+3.5%,164.0,2241.0,30.394683303946834,PelhamParkway25,25,PelhamParkway,40.857192,-73.867615,3
367,5 ,Pelham Parkway ,Bx,2950.0,3054.0,3011.0,3139.0,3236.0,3314.0,3254.0,-60.0,-1.8%,360.0,304.0,10.305084745762711,PelhamParkway5,5,PelhamParkway,40.858985,-73.855359,0
368,3 ,Pennsylvania Ave ,B,5832.0,5964.0,5799.0,5800.0,5798.0,5696.0,5675.0,-21.0,-0.4%,263.0,-157.0,-2.6920438957475996,PennsylvaniaAve3,3,PennsylvaniaAve,40.664635,-73.894895,0
369,25 ,President St ,B,3365.0,3492.0,3469.0,3731.0,3754.0,3815.0,3969.0,154.0,+4.0%,330.0,604.0,17.949479940564636,PresidentSt25,25,PresidentSt,40.667883,-73.950683,3
370,NR ,Prince St ,M,13849.0,14330.0,13834.0,14826.0,16223.0,16344.0,15261.0,-1083.0,-6.6%,98.0,1412.0,10.195681998700268,PrinceStNR,NR,PrinceSt,40.724329,-73.997702,0
371,25 ,Prospect Ave ,Bx,7064.0,7457.0,7291.0,7551.0,7212.0,7053.0,7424.0,371.0,+5.3%,202.0,360.0,5.096262740656852,ProspectAve25,25,ProspectAve,40.819585,-73.90177,0
372,R ,Prospect Ave ,B,5774.0,6042.0,6008.0,6006.0,6230.0,6147.0,5934.0,-213.0,-3.5%,254.0,160.0,2.7710426047800487,ProspectAveR,R,ProspectAve,40.665414,-73.992872,0
373,BQS ,Prospect Park ,B,8322.0,8675.0,8641.0,8496.0,8557.0,9024.0,9761.0,737.0,+8.2%,161.0,1439.0,17.29151646238885,ProspectParkBQS,BQS,ProspectPark,40.661614,-73.962246,3
374,EMR,Queens Plaza ,Q,8086.0,8558.0,8277.0,8370.0,8869.0,9695.0,9696.0,1.0,+0.0%,162.0,1610.0,19.91095720999258,QueensPlazaEMR,EMR,QueensPlaza,40.748973,-73.937243,3
375,NQ7 ,Queensboro Plaza ,Q,8496.0,8955.0,8682.0,8916.0,9577.0,10752.0,11132.0,380.0,+3.5%,143.0,2636.0,31.02636534839925,QueensboroPlazaNQ7,NQ7,QueensboroPlaza,40.750582,-73.940202,3
376,C ,Ralph Ave ,B,4531.0,4721.0,4617.0,4840.0,5007.0,5175.0,5381.0,206.0,+4.0%,275.0,850.0,18.759655705142354,RalphAveAC,AC,RalphAve,40.678822,-73.920786,3
377,1 ,Rector St ,M,7386.0,8072.0,7983.0,8165.0,8902.0,10065.0,11323.0,1258.0,+12.5%,140.0,3937.0,53.303547251557006,RectorSt1,1,RectorSt,40.707513,-74.013783,3
378,R ,Rector St ,M,10296.0,10479.0,9487.0,8588.0,8083.0,6912.0,5362.0,-1550.0,-22.4%,276.0,-4934.0,-47.92152292152292,RectorStR,R,RectorSt,40.70722,-74.013342,0
